U+0021	!
U+68fa	棺
椀-Kaisho	U+6900	椀
U+6900	椀
椁-Kaisho	U+6901	椁
U+6901	椁
椄-Kaisho	U+6904	椄
U+6904	椄
椅-Kaisho	U+6905	椅
U+6905	椅
椈-Kaisho	U+6908	椈
U+6908	椈
椋-Kaisho	U+690b	椋
U+690b	椋
椌-Kaisho	U+690c	椌
U+690c	椌
植-Kaisho	U+690d	植
U+690d	植
椎-Kaisho	U+690e	椎
U+690e	椎
椏-Kaisho	U+690f	椏
U+690f	椏
椒-KaishoHzFst	U+6912	椒
椒-Kaisho	U+6912	椒
U+6912	椒
椙-Kaisho	U+6919	椙
U+6919	椙
椚-Kaisho	U+691a	椚
U+691a	椚
椛-Kaisho	U+691b	椛
U+691b	椛
検-Kaisho	U+691c	検
U+691c	検
椡-Kaisho	U+6921	椡
椡-KaishoVtFst	U+6921	椡
U+6921	椡
椢-Kaisho	U+6922	椢
椢-KaishoVtLst	U+6922	椢
U+6922	椢
椣-Kaisho	U+6923	椣
椣-KaishoVtLst	U+6923	椣
U+6923	椣
椥-Kaisho	U+6925	椥
U+6925	椥
椦-Kaisho	U+6926	椦
U+6926	椦
椨-Kaisho	U+6928	椨
U+6928	椨
椪-Kaisho	U+692a	椪
U+692a	椪
椰-Kaisho	U+6930	椰
椰-KaishoVt3	U+6930	椰
U+6930	椰
椴-Kaisho	U+6934	椴
U+6934	椴
椶-Kaisho	U+6936	椶
U+6936	椶
椹-Kaisho	U+6939	椹
U+6939	椹
椽-Kaisho	U+693d	椽
U+693d	椽
椿-Kaisho	U+693f	椿
U+693f	椿
楊-Kaisho	U+694a	楊
U+694a	楊
楓-Kaisho	U+6953	楓
U+6953	楓
楔-Kaisho	U+6954	楔
U+6954	楔
楕-Kaisho	U+6955	楕
U+6955	楕
楙-Kaisho	U+6959	楙
U+6959	楙
U+695a	楚
楜-Kaisho	U+695c	楜
U+695c	楜
楝-Kaisho	U+695d	楝
U+695d	楝
楞-Kaisho	U+695e	楞
U+695e	楞
楠-Kaisho	U+6960	楠
U+6960	楠
楡-Kaisho	U+6961	楡
U+6961	楡
楢-HyougaiKaisho	U+6962	楢
楢-Hyougai	U+6962	楢
U+6962	楢
楪-Kaisho	U+696a	楪
U+696a	楪
楫-Kaisho	U+696b	楫
楫-KaishoVt3	U+696b	楫
U+696b	楫
業-Kaisho	U+696d	業
U+696d	業
楮-Kaisho	U+696e	楮
U+696e	楮
楯-HyougaiKaisho	U+696f	楯
楯-Hyougai	U+696f	楯
楯-JinmeiKaisho	U+696f	楯
楯-Jinmei	U+696f	楯
U+696f	楯
楳-Kaisho	U+6973	楳
U+6973	楳
楴-Kaisho	U+6974	楴
U+6974	楴
極-Kaisho	U+6975	極
U+6975	極
楷-Kaisho	U+6977	楷
U+6977	楷
楸-Kaisho	U+6978	楸
U+6978	楸
楹-Kaisho	U+6979	楹
U+6979	楹
楼-Kaisho	U+697c	楼
U+697c	楼
楽-Kaisho	U+697d	楽
U+697d	楽
楾-Kaisho	U+697e	楾
U+697e	楾
榁-Kaisho	U+6981	榁
榁-KaishoVtFst	U+6981	榁
U+6981	榁
概-Kaisho	U+6982	概
U+6982	概
榊-HyougaiKaisho	U+698a	榊
榊-Hyougai	U+698a	榊
榊-Kaisho	U+698a	榊
U+698a	榊
榎-Kaisho	U+698e	榎
U+698e	榎
榑-Kaisho	U+6991	榑
U+6991	榑
榔-HyougaiKaisho	U+6994	榔
榔-Hyougai	U+6994	榔
U+6994	榔
榕-Kaisho	U+6995	榕
U+6995	榕
榛-Kaisho	U+699b	榛
U+699b	榛
榜-Kaisho	U+699c	榜
U+699c	榜
榠-Kaisho	U+69a0	榠
U+69a0	榠
榧-KaishoMdFst	U+69a7	榧
榧-Kaisho	U+69a7	榧
U+69a7	榧
榮-Kaisho	U+69ae	榮
U+69ae	榮
榱-Kaisho	U+69b1	榱
U+69b1	榱
榲-Kaisho	U+69b2	榲
U+69b2	榲
榴-Kaisho	U+69b4	榴
U+69b4	榴
榻-Kaisho	U+69bb	榻
U+69bb	榻
榾-KaishoHzFst	U+69be	榾
榾-Kaisho	U+69be	榾
U+69be	榾
榿-Kaisho	U+69bf	榿
U+69bf	榿
槁-Kaisho	U+69c1	槁
U+69c1	槁
槃-Kaisho	U+69c3	槃
U+69c3	槃
槇-Kaisho	U+69c7	槇
U+69c7	槇
槊-Kaisho	U+69ca	槊
U+69ca	槊
構-Kaisho	U+69cb	構
U+69cb	構
槌-HyougaiKaisho	U+69cc	槌
槌-Hyougai	U+69cc	槌
U+69cc	槌
槍-Kaisho	U+69cd	槍
U+69cd	槍
槎-Kaisho	U+69ce	槎
槎-KaishoVtLst	U+69ce	槎
U+69ce	槎
槐-Kaisho	U+69d0	槐
U+69d0	槐
槓-Kaisho	U+69d3	槓
U+69d3	槓
様-Kaisho	U+69d8	様
U+69d8	様
槙-Kaisho	U+69d9	槙
U+69d9	槙
槝-Kaisho	U+69dd	槝
U+69dd	槝
槞-Kaisho	U+69de	槞
U+69de	槞
槧-Kaisho	U+69e7	槧
U+69e7	槧
槨-Kaisho	U+69e8	槨
U+69e8	槨
槫-Kaisho	U+69eb	槫
U+69eb	槫
槭-KaishoHzFst	U+69ed	槭
槭-KaishoHzFstTenFst	U+69ed	槭
槭-Kaisho	U+69ed	槭
U+69ed	槭
槲-Kaisho	U+69f2	槲
U+69f2	槲
槹-Kaisho	U+69f9	槹
U+69f9	槹
槻-Kaisho	U+69fb	槻
U+69fb	槻
槽-Kaisho	U+69fd	槽
槽-KaishoVtLst	U+69fd	槽
U+69fd	槽
槿-Kaisho	U+69ff	槿
U+69ff	槿
樂-Kaisho	U+6a02	樂
U+6a02	樂
樅-Kaisho	U+6a05	樅
U+6a05	樅
U+6a0a	樊
樋-HyougaiKaisho	U+6a0b	樋
樋-Hyougai	U+6a0b	樋
樋-Kaisho	U+6a0b	樋
U+6a0b	樋
樌-Kaisho	U+6a0c	樌
U+6a0c	樌
樒-Kaisho	U+6a12	樒
樒-KaishoTen3	U+6a12	樒
U+6a12	樒
樓-Kaisho	U+6a13	樓
U+6a13	樓
樔-Kaisho	U+6a14	樔
U+6a14	樔
樗-Kaisho	U+6a17	樗
U+6a17	樗
標-Kaisho	U+6a19	標
U+6a19	標
樛-Kaisho	U+6a1b	樛
U+6a1b	樛
樞-Kaisho	U+6a1e	樞
U+6a1e	樞
樟-Kaisho	U+6a1f	樟
U+6a1f	樟
模-Kaisho	U+6a21	模
U+6a21	模
樢-Kaisho	U+6a22	樢
U+6a22	樢
樣-Kaisho	U+6a23	樣
U+6a23	樣
権-Kaisho	U+6a29	権
U+6a29	権
横-Kaisho	U+6a2a	横
横-KaishoVtLst	U+6a2a	横
U+6a2a	横
樫-KaishoHzFst	U+6a2b	樫
樫-Kaisho	U+6a2b	樫
U+6a2b	樫
樮-Kaisho	U+6a2e	樮
U+6a2e	樮
樵-Kaisho	U+6a35	樵
U+6a35	樵
樶-Kaisho	U+6a36	樶
樶-KaishoVt3	U+6a36	樶
U+6a36	樶
樸-Kaisho	U+6a38	樸
U+6a38	樸
樹-Kaisho	U+6a39	樹
U+6a39	樹
樺-Kaisho	U+6a3a	樺
U+6a3a	樺
樽-HyougaiKaisho	U+6a3d	樽
樽-Hyougai	U+6a3d	樽
U+6a3d	樽
橄-Kaisho	U+6a44	橄
橄-KaishoVt3	U+6a44	橄
U+6a44	橄
橇-Kaisho	U+6a47	橇
U+6a47	橇
橈-Kaisho	U+6a48	橈
U+6a48	橈
橋-Kaisho	U+6a4b	橋
U+6a4b	橋
橘-Kaisho	U+6a58	橘
U+6a58	橘
橙-HyougaiKaishoDg3	U+6a59	橙
橙-HyougaiKaishoDgLst	U+6a59	橙
橙-HyougaiKaisho	U+6a59	橙
橙-Hyougai	U+6a59	橙
U+6a59	橙
機-Kaisho	U+6a5f	機
U+6a5f	機
橡-Kaisho	U+6a61	橡
U+6a61	橡
橢-Kaisho	U+6a62	橢
U+6a62	橢
橦-Kaisho	U+6a66	橦
橦-KaishoVtLst	U+6a66	橦
U+6a66	橦
橲-Kaisho	U+6a72	橲
U+6a72	橲
橸-Kaisho	U+6a78	橸
U+6a78	橸
橿-Kaisho	U+6a7f	橿
U+6a7f	橿
檀-Kaisho	U+6a80	檀
U+6a80	檀
檄-Kaisho	U+6a84	檄
U+6a84	檄
檍-Kaisho	U+6a8d	檍
U+6a8d	檍
U+6a8e	檎
檐-Kaisho	U+6a90	檐
U+6a90	檐
檗-Kaisho	U+6a97	檗
U+6a97	檗
檜-Kaisho	U+6a9c	檜
U+6a9c	檜
檠-Kaisho	U+6aa0	檠
U+6aa0	檠
檢-Kaisho	U+6aa2	檢
U+6aa2	檢
檣-Kaisho	U+6aa3	檣
U+6aa3	檣
檪-Kaisho	U+6aaa	檪
U+6aaa	檪
檬-Kaisho	U+6aac	檬
U+6aac	檬
檮-Kaisho	U+6aae	檮
U+6aae	檮
檳-Kaisho	U+6ab3	檳
U+6ab3	檳
檸-Kaisho	U+6ab8	檸
U+6ab8	檸
檻-KaishoHzFst	U+6abb	檻
檻-Kaisho	U+6abb	檻
U+6abb	檻
櫁-Kaisho	U+6ac1	櫁
櫁-KaishoTen3	U+6ac1	櫁
U+6ac1	櫁
櫂-Kaisho	U+6ac2	櫂
U+6ac2	櫂
櫃-Kaisho	U+6ac3	櫃
U+6ac3	櫃
櫑-Kaisho	U+6ad1	櫑
U+6ad1	櫑
櫓-Kaisho	U+6ad3	櫓
U+6ad3	櫓
櫚-Kaisho	U+6ada	櫚
U+6ada	櫚
櫛-HyougaiKaisho	U+6adb	櫛
櫛-Hyougai	U+6adb	櫛
U+6adb	櫛
U+6ade	櫞
櫟-Kaisho	U+6adf	櫟
U+6adf	櫟
櫨-KaishoHzFstLeRi	U+6ae8	櫨
櫨-KaishoHzFstRiLe	U+6ae8	櫨
櫨-Kaisho	U+6ae8	櫨
櫨-KaishoVtFstRiLe	U+6ae8	櫨
U+6ae8	櫨
櫪-HzFst	U+6aea	櫪
U+6aea	櫪
櫺-Kaisho	U+6afa	櫺
U+6afa	櫺
櫻-Kaisho	U+6afb	櫻
U+6afb	櫻
欄-Kaisho	U+6b04	欄
U+6b04	欄
欅-KaishoLeFst	U+6b05	欅
欅-Kaisho	U+6b05	欅
U+6b05	欅
權-Kaisho	U+6b0a	權
U+6b0a	權
U+6b12	欒
欖-KaishoHzFst	U+6b16	欖
欖-Kaisho	U+6b16	欖
U+6b16	欖
欝-KaishoLeFst	U+6b1d	欝
欝-Kaisho	U+6b1d	欝
U+6b1d	欝
欟-Kaisho	U+6b1f	欟
U+6b1f	欟
U+6b20	欠
U+6b21	次
U+6b23	欣
U+6b27	欧
U+6b32	欲
U+6b37	欷
U+6b38	欸
U+6b39	欹
欺-Kaisho	U+6b3a	欺
U+6b3a	欺
U+6b3d	欽
U+6b3e	款
歃-MdFst	U+6b43	歃
U+6b43	歃
歇-Kaisho	U+6b47	歇
U+6b47	歇
U+6b49	歉
U+6b4c	歌
歎-Hyougai	U+6b4e	歎
U+6b4e	歎
U+6b50	歐
U+6b53	歓
歔-HzFstLeRi	U+6b54	歔
歔-HzFstRiLe	U+6b54	歔
U+6b54	歔
歔-VtFstRiLe	U+6b54	歔
U+6b59	歙
U+6b5b	歛
歟-LeFst	U+6b5f	歟
U+6b5f	歟
U+6b61	歡
止-HzFst	U+6b62	止
U+6b62	止
正-HzFst	U+6b63	正
U+6b63	正
此-HzFst	U+6b64	此
U+6b64	此
武-HzFst	U+6b66	武
U+6b66	武
歩-HzFst	U+6b69	歩
U+6b69	歩
歪-HzFst	U+6b6a	歪
U+6b6a	歪
歯-HzFst	U+6b6f	歯
U+6b6f	歯
歳-HzFst	U+6b73	歳
歳-HzFstTenFst	U+6b73	歳
U+6b73	歳
歳-TenFst	U+6b73	歳
歴-KaishoHzFst	U+6b74	歴
歴-Kaisho	U+6b74	歴
U+6b74	歴
歸-HzFst	U+6b78	歸
U+6b78	歸
U+6b79	歹
U+6b7b	死
U+6b7f	歿
U+6b80	殀
U+6b83	殃
U+6b84	殄
U+6b86	殆
殉-Kaisho	U+6b89	殉
U+6b89	殉
殊-Kaisho	U+6b8a	殊
U+6b8a	殊
U+6b8b	残
U+6b8d	殍
殕-Kaisho	U+6b95	殕
U+6b95	殕
殖-Kaisho	U+6b96	殖
U+6b96	殖
U+6b98	殘
U+6b9e	殞
殤-Kaisho	U+6ba4	殤
U+6ba4	殤
U+6baa	殪
殫-Kaisho	U+6bab	殫
U+6bab	殫
殯-Kaisho	U+6baf	殯
U+6baf	殯
U+6bb1	殱
U+6bb2	殲
U+6bb3	殳
U+6bb4	殴
U+6bb5	段
U+6bb7	殷
殺-Kaisho	U+6bba	殺
U+6bba	殺
U+6bbb	殻
U+6bbc	殼
U+6bbf	殿
毀-HzFst	U+6bc0	毀
U+6bc0	毀
毅-Kaisho	U+6bc5	毅
U+6bc5	毅
U+6bc6	毆
U+6bcb	毋
U+6bcd	母
U+6bce	毎
U+6bd2	毒
毒-VtLst	U+6bd2	毒
毓-Kaisho	U+6bd3	毓
U+6bd3	毓
比-Kaisho	U+6bd4	比
U+6bd4	比
毘-Kaisho	U+6bd8	毘
U+6bd8	毘
U+6bdb	毛
U+6bdf	毟
毫-Kaisho	U+6beb	毫
U+6beb	毫
U+6bec	毬
U+6bef	毯
U+6bf3	毳
氈-Kaisho	U+6c08	氈
U+6c08	氈
U+6c0f	氏
U+6c11	民
氓-Kaisho	U+6c13	氓
U+6c13	氓
U+6c14	气
U+6c17	気
U+6c1b	氛
氣-Kaisho	U+6c23	氣
U+6c23	氣
U+6c24	氤
U+6c34	水
U+6c35	氵
U+6c37	氷
U+6c38	永
U+6c3a	氺
U+6c3e	氾
U+6c40	汀
U+6c41	汁
U+6c42	求
U+6c4e	汎
U+6c50	汐
U+6c55	汕
U+6c57	汗
U+6c5a	汚
U+6c5d	汝
U+6c5e	汞
U+6c5f	江
U+6c60	池
U+6c62	汢
汨-Kaisho	U+6c68	汨
U+6c68	汨
U+6c6a	汪
汪-VtLst	U+6c6a	汪
U+6c70	汰
汲-Hyougai	U+6c72	汲
汲-Jinmei	U+6c72	汲
U+6c72	汲
U+6c73	汳
U+6c7a	決
U+6c7d	汽
U+6c7e	汾
U+6c81	沁
U+6c82	沂
U+6c83	沃
U+6c88	沈
U+6c8c	沌
U+6c8d	沍
沐-Kaisho	U+6c90	沐
U+6c90	沐
U+6c92	沒
沓-Kaisho	U+6c93	沓
U+6c93	沓
U+6c96	沖
U+6c99	沙
沚-HzFst	U+6c9a	沚
U+6c9a	沚
沛-Hyougai	U+6c9b	沛
U+6c9b	沛
U+6ca1	没
U+6ca2	沢
沫-Kaisho	U+6cab	沫
U+6cab	沫
沮-Kaisho	U+6cae	沮
U+6cae	沮
沱-Kaisho	U+6cb1	沱
U+6cb1	沱
U+6cb3	河
U+6cb8	沸
油-Kaisho	U+6cb9	油
油-KaishoVtLst	U+6cb9	油
U+6cb9	油
沺-Kaisho	U+6cba	沺
U+6cba	沺
U+6cbb	治
U+6cbc	沼
U+6cbd	沽
沾-HzFst	U+6cbe	沾
U+6cbe	沾
U+6cbf	沿
U+6cc1	況
U+6cc4	泄
U+6cc5	泅
泉-Kaisho	U+6cc9	泉
U+6cc9	泉
泊-Kaisho	U+6cca	泊
U+6cca	泊
U+6ccc	泌
泌-Ten3	U+6ccc	泌
U+6cd3	泓
U+6cd5	法
U+6cd7	泗
U+6cd9	泙
U+6cdb	泛
U+6cdd	泝
U+6ce1	泡
U+6ce2	波
泣-Kaisho	U+6ce3	泣
U+6ce3	泣
U+6ce5	泥
U+6ce8	注
注-VtLst	U+6ce8	注
泪-Kaisho	U+6cea	泪
U+6cea	泪
U+6cef	泯
U+6cf0	泰
U+6cf1	泱
U+6cf3	泳
U+6d0b	洋
U+6d0c	洌
U+6d12	洒
U+6d17	洗
洙-Kaisho	U+6d19	洙
U+6d19	洙
U+6d1b	洛
U+6d1e	洞
U+6d1f	洟
U+6d25	津
洩-Kaisho	U+6d29	洩
U+6d29	洩
U+6d2a	洪
U+6d2b	洫
U+6d32	洲
U+6d33	洳
洵-Kaisho	U+6d35	洵
U+6d35	洵
U+6d36	洶
U+6d38	洸
U+6d3b	活
U+6d3d	洽
U+6d3e	派
流-Kaisho	U+6d41	流
U+6d41	流
U+6d44	浄
U+6d45	浅
U+6d59	浙
U+6d5a	浚
U+6d5c	浜
浣-Kaisho	U+6d63	浣
U+6d63	浣
浤-Kaisho	U+6d64	浤
U+6d64	浤
浦-Kaisho	U+6d66	浦
U+6d66	浦
U+6d69	浩
浪-Kaisho	U+6d6a	浪
U+6d6a	浪
浬-Kaisho	U+6d6c	浬
浬-KaishoVtLst	U+6d6c	浬
U+6d6c	浬
U+6d6e	浮
U+6d74	浴
U+6d77	海
浸-Kaisho	U+6d78	浸
U+6d78	浸
U+6d79	浹
涅-Kaisho	U+6d85	涅
U+6d85	涅
消-Kaisho	U+6d88	消
U+6d88	消
涌-Kaisho	U+6d8c	涌
U+6d8c	涌
涎-HzFst	U+6d8e	涎
U+6d8e	涎
涓-Kaisho	U+6d93	涓
U+6d93	涓
涕-Kaisho	U+6d95	涕
U+6d95	涕
U+6d99	涙
U+6d9b	涛
U+6d9c	涜
U+6daf	涯
液-Kaisho	U+6db2	液
U+6db2	液
U+6db5	涵
U+6db8	涸
涼-Kaisho	U+6dbc	涼
U+6dbc	涼
淀-Kaisho	U+6dc0	淀
U+6dc0	淀
淅-Kaisho	U+6dc5	淅
U+6dc5	淅
淆-Kaisho	U+6dc6	淆
U+6dc6	淆
淇-Kaisho	U+6dc7	淇
U+6dc7	淇
淋-Kaisho	U+6dcb	淋
U+6dcb	淋
U+6dcc	淌
淑-HzFst	U+6dd1	淑
U+6dd1	淑
U+6dd2	淒
淒-VtLst	U+6dd2	淒
U+6dd5	淕
U+6dd8	淘
淙-Kaisho	U+6dd9	淙
U+6dd9	淙
淞-Kaisho	U+6dde	淞
U+6dde	淞
U+6de1	淡
淤-Kaisho	U+6de4	淤
U+6de4	淤
U+6de6	淦
U+6de8	淨
淪-Kaisho	U+6dea	淪
U+6dea	淪
淫-Hyougai	U+6deb	淫
U+6deb	淫
淬-Kaisho	U+6dec	淬
U+6dec	淬
U+6dee	淮
深-Kaisho	U+6df1	深
U+6df1	深
淳-Kaisho	U+6df3	淳
U+6df3	淳
U+6df5	淵
混-Kaisho	U+6df7	混
U+6df7	混
淹-Kaisho	U+6df9	淹
U+6df9	淹
U+6dfa	淺
U+6dfb	添
清-Kaisho	U+6e05	清
清-KaishoVtLst	U+6e05	清
U+6e05	清
渇-Kaisho	U+6e07	渇
U+6e07	渇
済-Kaisho	U+6e08	済
U+6e08	済
渉-HzFst	U+6e09	渉
U+6e09	渉
U+6e0a	渊
渋-HzFst	U+6e0b	渋
U+6e0b	渋
U+6e13	渓
U+6e15	渕
U+6e19	渙
渚-Kaisho	U+6e1a	渚
U+6e1a	渚
U+6e1b	減
U+6e1d	渝
渟-Kaisho	U+6e1f	渟
U+6e1f	渟
渠-KaishoHzFst	U+6e20	渠
渠-Kaisho	U+6e20	渠
U+6e20	渠
渡-Kaisho	U+6e21	渡
U+6e21	渡
渣-Kaisho	U+6e23	渣
U+6e23	渣
U+6e24	渤
U+6e25	渥
渥-VtFst	U+6e25	渥
渦-HzFst	U+6e26	渦
U+6e26	渦
温-Kaisho	U+6e29	温
U+6e29	温
渫-Kaisho	U+6e2b	渫
U+6e2b	渫
測-Kaisho	U+6e2c	測
U+6e2c	測
渭-Kaisho	U+6e2d	渭
U+6e2d	渭
U+6e2e	渮
港-Kaisho	U+6e2f	港
U+6e2f	港
游-Kaisho	U+6e38	游
U+6e38	游
渺-Kaisho	U+6e3a	渺
U+6e3a	渺
渾-Kaisho	U+6e3e	渾
U+6e3e	渾
U+6e43	湃
U+6e4a	湊
U+6e4d	湍
U+6e4e	湎
湖-Kaisho	U+6e56	湖
U+6e56	湖
湘-Kaisho	U+6e58	湘
U+6e58	湘
湛-Kaisho	U+6e5b	湛
U+6e5b	湛
湟-Kaisho	U+6e5f	湟
湟-KaishoVtLst	U+6e5f	湟
U+6e5f	湟
湧-Kaisho	U+6e67	湧
U+6e67	湧
湫-Kaisho	U+6e6b	湫
U+6e6b	湫
U+6e6e	湮
湯-Kaisho	U+6e6f	湯
U+6e6f	湯
U+6e72	湲
湶-Kaisho	U+6e76	湶
U+6e76	湶
湾-Kaisho	U+6e7e	湾
U+6e7e	湾
湿-Kaisho	U+6e7f	湿
U+6e7f	湿
U+6e80	満
溂-Kaisho	U+6e82	溂
U+6e82	溂
溌-Dg3	U+6e8c	溌
溌-DgLst	U+6e8c	溌
U+6e8c	溌
溏-Kaisho	U+6e8f	溏
溏-KaishoVt5	U+6e8f	溏
溏-KaishoVtLst	U+6e8f	溏
U+6e8f	溏
源-Kaisho	U+6e90	源
U+6e90	源
U+6e96	準
U+6e98	溘
溜-Kaisho	U+6e9c	溜
U+6e9c	溜
溝-Kaisho	U+6e9d	溝
U+6e9d	溝
溟-Kaisho	U+6e9f	溟
U+6e9f	溟
溢-Hyougai	U+6ea2	溢
U+6ea2	溢
溥-Kaisho	U+6ea5	溥
U+6ea5	溥
U+6eaa	溪
溯-Kaisho	U+6eaf	溯
U+6eaf	溯
溲-MdLst	U+6eb2	溲
U+6eb2	溲
溶-Kaisho	U+6eb6	溶
U+6eb6	溶
U+6eb7	溷
溺-Hyougai	U+6eba	溺
U+6eba	溺
U+6ebd	溽
滂-Kaisho	U+6ec2	滂
U+6ec2	滂
U+6ec4	滄
U+6ec5	滅
滉-Kaisho	U+6ec9	滉
U+6ec9	滉
U+6ecb	滋
滌-Kaisho	U+6ecc	滌
U+6ecc	滌
滑-KaishoHzFst	U+6ed1	滑
滑-Kaisho	U+6ed1	滑
U+6ed1	滑
滓-Kaisho	U+6ed3	滓
U+6ed3	滓
滔-HzFst	U+6ed4	滔
U+6ed4	滔
滕-Kaisho	U+6ed5	滕
U+6ed5	滕
滝-Kaisho	U+6edd	滝
U+6edd	滝
U+6ede	滞
U+6eec	滬
U+6eef	滯
U+6ef2	滲
滴-Kaisho	U+6ef4	滴
U+6ef4	滴
U+6ef7	滷
U+6ef8	滸
滾-Kaisho	U+6efe	滾
U+6efe	滾
U+6eff	滿
漁-Kaisho	U+6f01	漁
U+6f01	漁
U+6f02	漂
U+6f06	漆
漉-Kaisho	U+6f09	漉
U+6f09	漉
U+6f0f	漏
漑-Kaisho	U+6f11	漑
U+6f11	漑
U+6f13	漓
演-Kaisho	U+6f14	演
演-KaishoVtLst	U+6f14	演
U+6f14	演
漕-Kaisho	U+6f15	漕
漕-KaishoVtLst	U+6f15	漕
U+6f15	漕
漠-Kaisho	U+6f20	漠
U+6f20	漠
U+6f22	漢
漣-HyougaiKaisho	U+6f23	漣
漣-Hyougai	U+6f23	漣
漣-Kaisho	U+6f23	漣
U+6f23	漣
漫-Kaisho	U+6f2b	漫
U+6f2b	漫
漬-Kaisho	U+6f2c	漬
漬-KaishoVtLst	U+6f2c	漬
U+6f2c	漬
漱-Kaisho	U+6f31	漱
U+6f31	漱
漲-HzFst	U+6f32	漲
U+6f32	漲
漸-Kaisho	U+6f38	漸
U+6f38	漸
U+6f3e	漾
U+6f3f	漿
潁-Kaisho	U+6f41	潁
U+6f41	潁
U+6f45	潅
潔-Kaisho	U+6f54	潔
U+6f54	潔
潘-Kaisho	U+6f58	潘
U+6f58	潘
潛-Kaisho	U+6f5b	潛
U+6f5b	潛
潜-Kaisho	U+6f5c	潜
U+6f5c	潜
潟-HzFst	U+6f5f	潟
U+6f5f	潟
潤-Kaisho	U+6f64	潤
潤-KaishoVtLst	U+6f64	潤
U+6f64	潤
潦-Kaisho	U+6f66	潦
U+6f66	潦
潭-Kaisho	U+6f6d	潭
U+6f6d	潭
潮-Kaisho	U+6f6e	潮
U+6f6e	潮
U+6f6f	潯
潰-Kaisho	U+6f70	潰
U+6f70	潰
潴-Kaisho	U+6f74	潴
U+6f74	潴
潸-Kaisho	U+6f78	潸
U+6f78	潸
U+6f7a	潺
潼-Kaisho	U+6f7c	潼
潼-KaishoVtLst	U+6f7c	潼
U+6f7c	潼
澀-HzFst	U+6f80	澀
U+6f80	澀
澁-HzFst	U+6f81	澁
U+6f81	澁
U+6f82	澂
澂-VtLst	U+6f82	澂
澄-Dg3	U+6f84	澄
澄-DgLst	U+6f84	澄
U+6f84	澄
U+6f86	澆
U+6f8e	澎
澑-Kaisho	U+6f91	澑
U+6f91	澑
澗-Kaisho	U+6f97	澗
U+6f97	澗
澡-Kaisho	U+6fa1	澡
U+6fa1	澡
澣-Kaisho	U+6fa3	澣
U+6fa3	澣
U+6fa4	澤
澪-Insatsu	U+6faa	澪
U+6faa	澪
U+6fb1	澱
U+6fb3	澳
U+6fb9	澹
激-Kaisho	U+6fc0	激
U+6fc0	激
U+6fc1	濁
濂-Kaisho	U+6fc2	濂
U+6fc2	濂
濃-Kaisho	U+6fc3	濃
濃-KaishoVtLst	U+6fc3	濃
U+6fc3	濃
濆-Kaisho	U+6fc6	濆
U+6fc6	濆
U+6fd4	濔
濕-Kaisho	U+6fd5	濕
U+6fd5	濕
濘-Kaisho	U+6fd8	濘
U+6fd8	濘
U+6fdb	濛
濟-Kaisho	U+6fdf	濟
U+6fdf	濟
濠-Kaisho	U+6fe0	濠
U+6fe0	濠
U+6fe1	濡
U+6fe4	濤
濫-HzFst	U+6feb	濫
U+6feb	濫
濬-Kaisho	U+6fec	濬
U+6fec	濬
U+6fee	濮
U+6fef	濯
濱-Kaisho	U+6ff1	濱
U+6ff1	濱
濳-Kaisho	U+6ff3	濳
U+6ff3	濳
濶-Kaisho	U+6ff6	濶
U+6ff6	濶
濺-Kaisho	U+6ffa	濺
U+6ffa	濺
濾-KaishoHzFstLeRi	U+6ffe	濾
濾-KaishoHzFstRiLe	U+6ffe	濾
濾-Kaisho	U+6ffe	濾
濾-KaishoVtFstRiLe	U+6ffe	濾
U+6ffe	濾
瀁-Kaisho	U+7001	瀁
瀁-KaishoVtLst	U+7001	瀁
U+7001	瀁
瀉-KaishoHzFst	U+7009	瀉
瀉-Kaisho	U+7009	瀉
U+7009	瀉
瀋-Kaisho	U+700b	瀋
U+700b	瀋
U+700f	瀏
瀑-Kaisho	U+7011	瀑
U+7011	瀑
瀕-HyougaiKaishoHzFst	U+7015	瀕
瀕-HyougaiKaisho	U+7015	瀕
瀕-Hyougai	U+7015	瀕
U+7015	瀕
瀘-KaishoHzFstLeRi	U+7018	瀘
瀘-KaishoHzFstRiLe	U+7018	瀘
瀘-Kaisho	U+7018	瀘
瀘-KaishoVtFstRiLe	U+7018	瀘
U+7018	瀘
瀚-Kaisho	U+701a	瀚
U+701a	瀚
瀛-Kaisho	U+701b	瀛
瀛-LeFst	U+701b	瀛
U+701b	瀛
瀝-HzFst	U+701d	瀝
U+701d	瀝
瀞-HyougaiKaisho	U+701e	瀞
瀞-HyougaiKaishoVtLst	U+701e	瀞
瀞-Hyougai	U+701e	瀞
U+701e	瀞
瀟-Kaisho	U+701f	瀟
瀟-KaishoVt6	U+701f	瀟
U+701f	瀟
瀦-HyougaiKaisho	U+7026	瀦
瀦-Hyougai	U+7026	瀦
U+7026	瀦
瀧-Kaisho	U+7027	瀧
U+7027	瀧
瀬-Kaisho	U+702c	瀬
U+702c	瀬
U+7030	瀰
U+7032	瀲
瀾-Kaisho	U+703e	瀾
U+703e	瀾
U+704c	灌
灑-Kaisho	U+7051	灑
U+7051	灑
灘-Hyougai	U+7058	灘
U+7058	灘
U+7063	灣
U+706b	火
U+706c	灬
U+706f	灯
U+7070	灰
灸-Hyougai	U+7078	灸
U+7078	灸
灼-Hyougai	U+707c	灼
U+707c	灼
U+707d	災
U+7089	炉
